dep;nomdep;codecommune;nomcommune;KP0_Pri_P1;KP0_Surf_P1;KP0_SurfTer_P1;KP0_transac_P1;KP0_prim2_P1;KP0_Pri_P2;KP0_Surf_P2;KP0_SurfTer_P2;KP0_transac_P2;KP0_prim2_P2;DBL_bug
01;AIN;01001;ABERGEMENT-CLEMENCIAT;5190811.33;2960.0;29249.0;28.0;1753.6524763513514;5396090.0;2831.0;19871.0;24.0;1906.0720593429883;0
01;AIN;01002;ABERGEMENT-DE-VAREY;2442260.0;2091.0;7040.0;21.0;1167.9866092778575;1885119.0;1515.0;5858.0;15.0;1244.3029702970298;0
01;AIN;01004;AMBERIEU-EN-BUGEY;104505526.84;55448.0;171801.0;649.0;1884.7483559370942;122900805.104;59595.0;163220.0;711.0;2062.267054350197;0
01;AIN;01005;AMBERIEUX-EN-DOMBES;17292526.01;9331.0;36586.0;93.0;1853.2339524166757;18009778.07;8596.0;33946.0;83.0;2095.134721963704;0
01;AIN;01006;AMBLEON;224000.0;248.0;215.0;3.0;903.2258064516129;991355.0;574.0;3738.0;5.0;1727.0993031358885;0
01;AIN;01007;AMBRONAY;16685705.0;9994.0;53438.0;97.0;1669.5722433460076;16018546.0;8846.0;42416.0;92.0;1810.823649106941;0
01;AIN;01008;AMBUTRIX;5685510.0;3504.0;24146.0;35.0;1622.5770547945206;4279500.0;2233.0;9063.0;23.0;1916.4800716524855;0
01;AIN;01009;ANDERT-ET-CONDON;1135590.0;711.0;4403.0;8.0;1597.1729957805908;1506180.0;1145.0;6130.0;11.0;1315.4410480349345;0
01;AIN;01010;ANGLEFORT;9290015.0;5408.0;27053.0;58.0;1717.8282174556214;9135827.0;4644.0;27921.0;48.0;1967.2323428079242;0
01;AIN;01011;APREMONT;1776600.0;1291.0;11083.0;13.0;1376.1425251742835;1077743.03;765.0;7308.0;7.0;1408.8144183006536;0
01;AIN;01012;ARANC;1125630.0;909.0;8381.0;10.0;1238.3168316831684;1437412.0;1501.0;6719.0;15.0;957.6362425049966;0
01;AIN;01013;ARANDAS;853387.0;844.0;2255.0;10.0;1011.122037914692;1363756.0;1412.0;2710.0;14.0;965.8328611898017;0
01;AIN;01014;ARBENT;11534536.0;7392.0;39174.0;82.0;1560.4080086580086;13190776.03;7708.0;43848.0;84.0;1711.309811883757;0
01;AIN;01015;ARBIGNIEU;3084530.0;2215.0;17800.0;20.0;1392.5643340857787;3315929.01;2807.0;10709.0;22.0;1181.3070929818311;0
01;AIN;01016;ARBIGNY;1581313.0;1316.0;11658.0;13.0;1201.605623100304;1625460.0;1223.0;12608.0;14.0;1329.0760425183973;0
01;AIN;01017;ARGIS;1980605.0;1909.0;6863.0;24.0;1037.5091671031953;2111783.0;2271.0;7199.0;27.0;929.8912373403787;0
01;AIN;01021;ARS-SUR-FORMANS;6729046.0;3240.0;14609.0;35.0;2076.866049382716;12013008.08;5344.0;23377.0;50.0;2247.943128742515;0
01;AIN;01022;ARTEMARE;6594111.0;4282.0;20703.0;45.0;1539.9605324614665;6969074.0;5357.0;23667.0;51.0;1300.928504760127;0
01;AIN;01023;ASNIERES-SUR-SAONE;706200.0;657.0;6595.0;6.0;1074.8858447488585;118000.0;100.0;500.0;1.0;1180.0;0
01;AIN;01024;ATTIGNAT;17616415.953;10093.0;60468.0;112.0;1745.4092889131082;24672914.16;10514.0;156733.0;110.0;2346.6724519688037;0
01;AIN;01025;BAGE-LA-VILLE;12717412.0;7890.0;86339.0;75.0;1611.8392902408111;24406139.0;13487.0;157163.0;119.0;1809.6047304812041;0
01;AIN;01026;BAGE-LE-CHATEL;4397211.02;3041.0;17080.0;30.0;1445.9753436369613;3501518.0;2265.0;11357.0;23.0;1545.9240618101546;0
01;AIN;01027;BALAN;13110406.390999999;4883.0;28608.0;50.0;2684.9081284046692;16346752.0;6833.0;33818.0;63.0;2392.324308502854;0
01;AIN;01028;BANEINS;2483950.0;1531.0;9234.0;16.0;1622.4363161332462;4394670.0;2433.0;15893.0;21.0;1806.2762022194822;0
01;AIN;01029;BEAUPONT;1369287.0;1509.0;19952.0;13.0;907.4135188866799;2302131.0;2217.0;32542.0;19.0;1038.3991880920162;0
01;AIN;01030;BEAUREGARD;6656294.0;3669.0;9807.0;45.0;1814.1984191877896;9979744.0;4888.0;11874.0;52.0;2041.682487725041;0
01;AIN;01031;BELLIGNAT;12163514.5;6907.0;20914.0;85.0;1761.0416244389748;10705973.0;7057.0;23078.0;89.0;1517.0714184497663;0
01;AIN;01032;BELIGNEUX;17189622.0;7691.0;43757.0;77.0;2235.0308152385905;21104433.0;8983.0;37493.0;86.0;2349.3747077813646;0
01;AIN;01033;BELLEGARDE-SUR-VALSERINE;73545995.7;36746.0;81103.0;467.0;2001.4694306863332;121702204.2;56491.0;140203.0;728.0;2154.364486378361;0
01;AIN;01034;BELLEY;37377402.082;25173.0;72382.0;284.0;1484.821121121837;55402595.02;34646.0;126701.0;380.0;1599.105092074121;0
01;AIN;01035;BELLEYDOUX;2260000.0;1342.0;13624.0;13.0;1684.053651266766;1560500.0;991.0;9617.0;12.0;1574.6720484359232;0
01;AIN;01036;BELMONT-LUTHEZIEU;4654950.0;3180.0;22736.0;27.0;1463.8207547169811;6511489.109;5199.0;33516.0;49.0;1252.4502998653588;0
01;AIN;01037;BENONCES;1711300.0;1385.0;7007.0;12.0;1235.595667870036;1796800.0;1499.0;6096.0;16.0;1198.66577718479;0
01;AIN;01038;BENY;1255821.52;1571.0;10170.0;10.0;799.3771610439211;2583480.0;2041.0;30596.0;17.0;1265.7912787849093;0
01;AIN;01039;BEON;3183430.0;2410.0;23246.0;21.0;1320.9253112033196;2751300.0;1853.0;6647.0;19.0;1484.7814355099838;0
01;AIN;01040;BEREZIAT;1920950.0;1828.0;21690.0;15.0;1050.8479212253828;1511666.016;1427.0;16096.0;13.0;1059.3314758234058;0
01;AIN;01041;BETTANT;5911777.13;3358.0;13321.0;35.0;1760.5053990470517;5428025.0;3555.0;9893.0;43.0;1526.8706047819971;0
01;AIN;01042;BEY;1689321.0;902.0;6136.0;6.0;1872.861419068736;2052910.0;981.0;7256.0;7.0;2092.670744138634;0
01;AIN;01043;BEYNOST;54526534.5;19326.0;120677.0;181.0;2821.408180689227;70757527.27;21727.0;98592.0;209.0;3256.6634726377315;0
01;AIN;01044;BILLIAT;4167510.0;1724.0;9689.0;18.0;2417.349187935035;4181158.0;1844.0;9554.0;14.0;2267.439262472885;0
01;AIN;01045;BIRIEUX;1416220.0;718.0;4709.0;6.0;1972.4512534818941;2374400.0;1059.0;4182.0;7.0;2242.1152030217186;0
01;AIN;01046;BIZIAT;4604255.0;3102.0;30763.0;26.0;1484.285944551902;3009850.0;1827.0;12048.0;15.0;1647.4274767378215;0
01;AIN;01047;BLYES;5208755.91;2885.0;14138.0;26.0;1805.461320623917;7230501.0;3193.0;17940.0;30.0;2264.4851237081116;0
01;AIN;01049;BOISSE;37362043.12;14788.0;64485.0;144.0;2526.51089532053;34415729.0;12641.0;55328.0;123.0;2722.5479787991458;0
01;AIN;01050;BOISSEY;859580.0;695.0;10718.0;7.0;1236.8057553956835;533500.0;663.0;8192.0;6.0;804.6757164404223;0
01;AIN;01051;BOLOZON;488369.0;407.0;4255.0;6.0;1199.9238329238328;549330.0;630.0;3611.0;6.0;871.952380952381;0
01;AIN;01052;BOULIGNEUX;3647720.0;1822.0;13877.0;16.0;2002.0417124039518;2087480.0;1081.0;4334.0;8.0;1931.063829787234;0
01;AIN;01053;BOURG-EN-BRESSE;248444298.052;151042.0;218605.0;1937.0;1644.8689639438037;249646867.468;150156.0;203719.0;1909.0;1662.583363089054;0
01;AIN;01054;BOURG-SAINT-CHRISTOPHE;10407124.0;5251.0;20473.0;46.0;1981.931822509998;10161252.08;4488.0;22829.0;44.0;2264.0936007130126;0
01;AIN;01056;BOYEUX-SAINT-JEROME;1848423.0;1599.0;6132.0;16.0;1155.986866791745;1539161.05;1551.0;5329.0;18.0;992.3668923275306;0
01;AIN;01057;BOZ;2177630.0;1398.0;15511.0;16.0;1557.6752503576538;2634145.0;1618.0;13610.0;16.0;1628.0253399258343;0
01;AIN;01058;BREGNIER-CORDON;5243180.0;3786.0;23082.0;42.0;1384.8864236661384;3422720.0;2307.0;13733.0;23.0;1483.6237537928046;0
01;AIN;01060;BRENOD;2897924.0;2101.0;23562.0;21.0;1379.3069966682533;2955410.0;3426.0;16231.0;25.0;862.6415645067134;0
01;AIN;01061;BRENS;7300018.0;4312.0;31857.0;44.0;1692.954081632653;7936929.0;4664.0;35016.0;40.0;1701.742924528302;0
01;AIN;01062;BRESSOLLES;9602592.0;4533.0;19778.0;41.0;2118.3745863666445;13165688.0;5331.0;19967.0;41.0;2469.6469705496156;0
01;AIN;01063;BRION;1832480.0;1146.0;7642.0;10.0;1599.022687609075;2696461.0;1267.0;13069.0;14.0;2128.224940805051;0
01;AIN;01064;BRIORD;3756421.0;2918.0;19604.0;31.0;1287.3272789581906;11307288.0;4690.0;36771.0;47.0;2410.9356076759063;0
01;AIN;01065;BUELLAS;6858204.2;3964.0;33046.0;35.0;1730.122149344097;5856650.0;3048.0;28198.0;33.0;1921.4730971128608;0
01;AIN;01066;BURBANCHE;426000.0;756.0;2231.0;10.0;563.4920634920635;916000.0;922.0;2302.0;11.0;993.4924078091107;0
01;AIN;01067;CEIGNES;1417370.0;1016.0;5637.0;10.0;1395.0492125984251;463500.0;486.0;2256.0;4.0;953.7037037037037;0
01;AIN;01068;CERDON;3346080.0;3371.0;10844.0;40.0;992.6075348561258;4178750.0;3920.0;12216.0;42.0;1066.0076530612246;0
01;AIN;01069;CERTINES;7864248.08;4863.0;33600.0;54.0;1617.159794365618;9152740.0;5275.0;33467.0;53.0;1735.1165876777252;0
01;AIN;01071;CESSY;93881641.99;22166.0;76565.0;218.0;4235.38942479473;130453913.08;29637.0;78585.0;313.0;4401.724637446435;0
01;AIN;01072;CEYZERIAT;24363271.372;12920.0;68062.0;127.0;1885.7021185758515;18398626.148000002;9678.0;43736.0;92.0;1901.0773039884275;0
01;AIN;01073;CEYZERIEU;6199560.5;4581.0;27314.0;36.0;1353.3203449028597;4509629.0;3070.0;18412.0;32.0;1468.9345276872964;0
01;AIN;01074;CHALAMONT;14457716.0;8005.0;39116.0;84.0;1806.085696439725;20097932.02;10083.0;44400.0;113.0;1993.2492333630864;0
01;AIN;01075;CHALEINS;8392858.0;4982.0;23451.0;39.0;1684.6362906463269;12843711.0;5968.0;27127.0;60.0;2152.0963471849864;0
01;AIN;01076;CHALEY;1406632.0;1337.0;3513.0;18.0;1052.0807778608826;921200.0;1423.0;1942.0;15.0;647.364722417428;0
01;AIN;01077;CHALLES-LA-MONTAGNE;675960.0;663.0;3901.0;7.0;1019.5475113122172;1925555.0;1323.0;7855.0;13.0;1455.4459561602418;0
01;AIN;01078;CHALLEX;25912718.28;6803.0;20952.0;64.0;3809.013417609878;26529759.0;6798.0;19941.0;72.0;3902.5829655781113;0
01;AIN;01079;CHAMPAGNE-EN-VALROMEY;2462823.0;2396.0;11080.0;22.0;1027.8893989983305;3847440.0;2915.0;16673.0;24.0;1319.876500857633;0
01;AIN;01080;CHAMPDOR;2672120.0;2163.0;13164.0;19.0;1235.3767914932964;3246385.0;2433.0;22100.0;26.0;1334.3136046033703;0
01;AIN;01081;CHAMPFROMIER;4713360.0;2389.0;15668.0;22.0;1972.9426538300545;5188200.0;2549.0;13263.0;25.0;2035.386426049431;0
01;AIN;01082;CHANAY;4338875.0;2529.0;19609.0;28.0;1715.6484776591537;3550042.0;1818.0;9230.0;19.0;1952.7183718371837;0
01;AIN;01083;CHANEINS;4378385.5;2751.0;18921.0;21.0;1591.5614322064703;5061272.023;2314.0;11323.0;26.0;2187.239422212619;0
01;AIN;01084;CHANOZ-CHATENAY;5598251.0;3589.0;27634.0;31.0;1559.8358874338255;6198621.05;3432.0;25169.0;32.0;1806.1250145687645;0
01;AIN;01085;CHAPELLE-DU-CHATELARD;1567820.0;809.0;7905.0;8.0;1937.972805933251;3424780.0;1653.0;12933.0;15.0;2071.857229280097;0
01;AIN;01087;CHARIX;1839800.0;1373.0;6826.0;12.0;1339.985433357611;1121000.0;1010.0;10543.0;10.0;1109.90099009901;0
01;AIN;01088;CHARNOZ-SUR-AIN;6149151.0;2878.0;12959.0;30.0;2136.6056289089647;3406050.0;1446.0;8543.0;16.0;2355.4979253112033;0
01;AIN;01089;CHATEAU-GAILLARD;13110015.0;7295.0;35847.0;73.0;1797.123372172721;15224253.0;7495.0;34965.0;79.0;2031.254569713142;0
01;AIN;01090;CHATENAY;1902512.0;1073.0;7940.0;9.0;1773.0773532152843;1971124.0;959.0;6519.0;8.0;2055.395203336809;0
01;AIN;01092;CHATILLON-LA-PALUD;12338859.0;7083.0;33059.0;71.0;1742.0385429902583;14755169.0;8365.0;34892.0;74.0;1763.917393903168;0
01;AIN;01093;CHATILLON-SUR-CHALARONNE;36626507.03;17963.0;82592.0;209.0;2038.9972181706842;43484392.0;20170.0;55538.0;234.0;2155.8944967773923;0
01;AIN;01094;CHAVANNES-SUR-REYSSOUZE;3183832.0;2550.0;33777.0;23.0;1248.561568627451;4304000.0;3260.0;38635.0;28.0;1320.2453987730062;0
01;AIN;01095;CHAVANNES-SUR-SURAN;1893314.031;1580.0;8780.0;20.0;1198.3000196202531;3722682.0;3249.0;13941.0;31.0;1145.7931671283472;0
01;AIN;01096;CHAVEYRIAT;3865925.0;2440.0;26655.0;24.0;1584.3954918032787;4577428.119;2699.0;35089.0;27.0;1695.971885513153;0
01;AIN;01098;CHAZEY-BONS;2787976.0;2308.0;10120.0;20.0;1207.9618717504334;5925150.0;3901.0;20295.0;34.0;1518.8797744168162;0
01;AIN;01099;CHAZEY-SUR-AIN;10514913.18;5867.0;21685.0;56.0;1792.212916311573;12632610.0;5994.0;30380.0;58.0;2107.5425425425424;0
01;AIN;01100;CHEIGNIEU-LA-BALME;1020600.0;507.0;4110.0;6.0;2013.01775147929;0.0;0.0;0.0;0.0;0.0;0
01;AIN;01101;CHEVILLARD;733000.0;394.0;3106.0;3.0;1860.4060913705584;732050.0;570.0;2861.0;5.0;1284.298245614035;0
01;AIN;01102;CHEVROUX;5337926.0;3948.0;51945.0;34.0;1352.0582573454915;4963660.0;3492.0;36264.0;31.0;1421.4375715922108;0
01;AIN;01103;CHEVRY;48416444.09;12071.0;20331.0;141.0;4010.972089304946;41295781.0;9000.0;19443.0;95.0;4588.4201111111115;0
01;AIN;01104;CHEZERY-FORENS;2372163.0;1354.0;10184.0;15.0;1751.966765140325;3662700.0;1923.0;9807.0;18.0;1904.6801872074882;0
01;AIN;01105;CIVRIEUX;10731156.58;4401.0;11495.0;47.0;2438.3450533969553;13450480.0;4505.0;14657.0;46.0;2985.6781354051054;0
01;AIN;01106;CIZE;577770.0;346.0;3443.0;4.0;1669.8554913294797;1264030.0;1142.0;6896.0;10.0;1106.8563922942208;0
01;AIN;01107;CLEYZIEU;731800.0;770.0;2809.0;6.0;950.3896103896104;853800.0;654.0;2839.0;8.0;1305.5045871559632;0
01;AIN;01108;COLIGNY;4190925.0;4458.0;27803.0;43.0;940.0908479138627;6197690.0;5810.0;38144.0;55.0;1066.7280550774526;0
01;AIN;01109;COLLONGES;38648148.603;12046.0;39079.0;129.0;3208.3802592561847;43680479.03;12914.0;43298.0;124.0;3382.412810128543;0
01;AIN;01110;COLOMIEU;1273803.0;1281.0;4769.0;11.0;994.3817330210773;926500.0;853.0;2734.0;7.0;1086.166471277843;0
01;AIN;01111;CONAND;1493950.0;1199.0;6652.0;14.0;1245.9966638865722;1397810.0;1125.0;5054.0;12.0;1242.4977777777779;0
01;AIN;01112;CONDAMINE;2319590.0;1529.0;10025.0;15.0;1517.0634401569653;3678095.0300000003;2186.0;15551.0;19.0;1682.5686322049407;0
01;AIN;01113;CONDEISSIAT;4335210.0;2963.0;29937.0;26.0;1463.1150860614243;5518270.0;3502.0;26552.0;30.0;1575.7481439177614;0
01;AIN;01114;CONFORT;3007100.0;1570.0;3590.0;17.0;1915.3503184713377;3319105.0;1405.0;7863.0;15.0;2362.3523131672596;0
01;AIN;01115;CONFRANCON;5569783.34;3734.0;29034.0;38.0;1491.6398875200857;4432330.0;2876.0;30958.0;22.0;1541.143949930459;0
01;AIN;01116;CONTREVOZ;1661510.0;1310.0;8940.0;17.0;1268.328244274809;2606170.0;1955.0;13823.0;19.0;1333.0792838874681;0
01;AIN;01117;CONZIEU;778100.0;647.0;3967.0;7.0;1202.627511591963;685500.0;723.0;4004.0;4.0;948.1327800829876;0
01;AIN;01118;CORBONOD;8228597.0;4619.0;25736.0;50.0;1781.4672006927906;9664706.06;4801.0;22731.0;51.0;2013.061041449698;0
01;AIN;01121;CORLIER;328300.0;293.0;2090.0;3.0;1120.4778156996588;210000.0;194.0;1015.0;2.0;1082.4742268041236;0
01;AIN;01123;CORMORANCHE-SUR-SAONE;3834240.0;2265.0;19787.0;22.0;1692.8211920529802;8676900.0;4931.0;38978.0;44.0;1759.663354289191;0
01;AIN;01124;CORMOZ;2790060.0;2603.0;46540.0;26.0;1071.8632347291586;3301515.0;2587.0;31713.0;27.0;1276.1944337069965;0
01;AIN;01125;CORVEISSIAT;3137510.0;2916.0;15099.0;31.0;1075.9636488340193;3607120.0;2946.0;22220.0;29.0;1224.4127630685675;0
01;AIN;01127;COURMANGOUX;1851100.0;1489.0;13448.0;16.0;1243.183344526528;3106885.0;2278.0;10638.0;18.0;1363.8652326602282;0
01;AIN;01128;COURTES;700772.0;502.0;11349.0;6.0;1395.9601593625498;1615835.0;1167.0;20185.0;10.0;1384.6058269065982;0
01;AIN;01129;CRANS;1203000.0;724.0;7138.0;9.0;1661.6022099447514;2192460.0;1206.0;6750.0;10.0;1817.960199004975;0
01;AIN;01130;CRAS-SUR-REYSSOUZE;5548503.0;3852.0;25959.0;38.0;1440.4213395638628;9980864.0;6139.0;57415.0;53.0;1625.8126730737906;0
01;AIN;01133;CRESSIN-ROCHEFORT;2412300.0;1702.0;7834.0;15.0;1417.3325499412456;2399230.0;1609.0;4599.0;16.0;1491.131137352393;0
01;AIN;01134;CROTTET;7597927.0;4652.0;39326.0;48.0;1633.2603181427344;7367975.0;4197.0;29993.0;37.0;1755.5337145580177;0
01;AIN;01135;CROZET;37480777.0;9332.0;46008.0;72.0;4016.371303043292;46430336.13;11017.0;38386.0;105.0;4214.426443677952;0
01;AIN;01136;CRUZILLES-LES-MEPILLAT;6432015.0;3820.0;39224.0;33.0;1683.773560209424;5518610.0;3110.0;34144.0;27.0;1774.4726688102894;0
01;AIN;01138;CULOZ;13811125.0;10327.0;36482.0;119.0;1337.3801684903651;18403063.0;12240.0;42899.0;133.0;1503.5182189542484;0
01;AIN;01139;CURCIAT-DONGALON;2014805.0;1909.0;33401.0;19.0;1055.4243059193295;2072620.0;2200.0;33964.0;19.0;942.1;0
01;AIN;01140;CURTAFOND;2931670.0;1970.0;33315.0;17.0;1488.1573604060914;4394760.0;2562.0;32731.0;25.0;1715.3629976580796;0
01;AIN;01141;CUZIEU;999050.0;719.0;4785.0;8.0;1389.499304589708;2337310.0;1517.0;7671.0;14.0;1540.744891232696;0
01;AIN;01142;DAGNEUX;51884783.36;22638.0;75348.0;257.0;2291.9331813764466;46658351.0;17016.0;57019.0;182.0;2742.028149976493;0
01;AIN;01143;DIVONNE-LES-BAINS;351325789.47;67058.0;118222.0;707.0;5239.133130573534;385520512.59;71212.0;136434.0;693.0;5413.701519266416;0
01;AIN;01145;DOMPIERRE-SUR-VEYLE;4819640.0;2845.0;25478.0;28.0;1694.07381370826;8160742.0;4844.0;38072.0;42.0;1684.7113955408754;0
01;AIN;01146;DOMPIERRE-SUR-CHALARONNE;1023584.0;658.0;3590.0;5.0;1555.598784194529;1413258.0;808.0;5740.0;7.0;1749.0816831683169;0
01;AIN;01147;DOMSURE;2531640.0;2162.0;53124.0;20.0;1170.9713228492137;1935710.0;1627.0;15785.0;16.0;1189.741856177013;0
01;AIN;01148;DORTAN;5379505.0;3775.0;21742.0;37.0;1425.0344370860928;5061398.0;3153.0;20446.0;34.0;1605.2641928322232;0
01;AIN;01149;DOUVRES;7839080.0;4100.0;21228.0;42.0;1911.970731707317;8733022.0;4109.0;25320.0;37.0;2125.339985397907;0
01;AIN;01150;DROM;701030.0;641.0;2033.0;7.0;1093.650546021841;1251255.0;861.0;3429.0;7.0;1453.2578397212544;0
01;AIN;01151;DRUILLAT;4967285.0;3035.0;24098.0;30.0;1636.667215815486;6897705.0;4663.0;21021.0;43.0;1479.2419043534205;0
01;AIN;01152;ECHALLON;4701850.0;3022.0;27176.0;30.0;1555.8735936465916;4189939.097;2525.0;17473.0;25.0;1659.3818205940595;0
01;AIN;01153;ECHENEVEX;42325349.0;10699.0;43645.0;84.0;3956.0098140013083;53499285.0;12409.0;41829.0;108.0;4311.329277137562;0
01;AIN;01155;EVOSGES;1030765.0;962.0;5799.0;10.0;1071.481288981289;553340.0;498.0;2372.0;5.0;1111.124497991968;0
01;AIN;01156;FARAMANS;3344464.0;1733.0;9119.0;15.0;1929.869590305828;5298480.0;2303.0;11361.0;21.0;2300.686061658706;0
01;AIN;01157;FAREINS;16772329.62;7989.0;34663.0;79.0;2099.427915884341;22846107.0;9518.0;43329.0;83.0;2400.3054213069972;0
01;AIN;01158;FARGES;16633058.76;4889.0;17852.0;47.0;3402.139243199018;17534845.03;4600.0;15606.0;45.0;3811.922832608696;0
01;AIN;01159;FEILLENS;11126058.0;7478.0;45271.0;72.0;1487.8387269323348;14407366.03;9182.0;59665.0;84.0;1569.0880015247221;0
01;AIN;01160;FERNEY-VOLTAIRE;206411798.34;46208.0;27372.0;612.0;4467.014333881579;265902031.31;57478.0;23910.0;800.0;4626.15315964369;0
01;AIN;01162;FLAXIEU;575000.0;416.0;2264.0;4.0;1382.2115384615386;254500.0;275.0;1435.0;2.0;925.4545454545455;0
01;AIN;01163;FOISSIAT;7931249.0;5599.0;81195.0;54.0;1416.5474191819967;8997654.0;5704.0;78629.0;60.0;1577.428821879383;0
01;AIN;01165;FRANCHELEINS;11077277.37;5535.0;31653.0;50.0;2001.314791327913;14094632.0;6565.0;38830.0;58.0;2146.9355674028943;0
01;AIN;01166;FRANS;18055217.0;7573.0;32443.0;83.0;2384.1564769576125;26820527.06;9954.0;40421.0;104.0;2694.447162949568;0
01;AIN;01167;GARNERANS;2426573.0;1412.0;9766.0;13.0;1718.53611898017;3933720.0;1996.0;15434.0;16.0;1970.801603206413;0
01;AIN;01169;GENOUILLEUX;3652055.0;2046.0;11636.0;19.0;1784.97311827957;8871303.0;4029.0;24747.0;38.0;2201.862248696947;0
01;AIN;01170;BEARD-GEOVREISSIAT;3777955.2;1983.0;17611.0;20.0;1905.1715582450834;4077570.0;2441.0;17417.0;22.0;1670.4506349856615;0
01;AIN;01171;GEOVREISSET;2183896.0;1997.0;10641.0;14.0;1093.5883825738608;3471820.0;2026.0;10631.0;18.0;1713.6327739387957;0
01;AIN;01173;GEX;240045956.756;61660.0;88103.0;815.0;3893.0580077197537;224003886.336;55789.0;91647.0;740.0;4015.198091666816;0
